anime_title,description,anilist_id,tag_names
風が強く吹いている,"Former ace runner of Sendai Josei High School, Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer, he runs into Haiji Kiyose, another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou, the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor, Kakeru accepts the offer reluctantly.nnHowever, Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately, all the residents apart from Haiji and Kakeru are complete running novices. Worse still, none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline, will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?n",101903,"Athletics, CGI, College, Cute Boys Doing Cute Things, Ensemble Cast, Fitness, Food, Heterosexual, Male Protagonist, Outdoor, Primarily Adult Cast, Primarily Male Cast, Rehabilitation, School Club, Tanned Skin, Trains, Twins"
かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"Known for being both brilliant and powerful, Miyuki Shirogane and Kaguya Shinomiya lead the illustrious Shuchiin Academy as near equals. And everyone thinks they’d make a great couple. Pride and arrogance are in ample supply, so the only logical move is to trick the other into instigating a date! Who will come out on top in this psychological war where the first move is the only one that matters?n<br><br>n(Source: Aniplex)",101921,"Ensemble Cast, Episodic, Female Protagonist, Heterosexual, Kemonomimi, Male Protagonist, Meta, Nekomimi, Ojou-sama, Parody, Primarily Teen Cast, Rotoscoping, School, School Club, Seinen, Slapstick, Tsundere"
鬼滅の刃,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.<br>n<br>n(Source: Crunchyroll)",101922,"Body Horror, CGI, Chibi, Coming of Age, Demons, Gore, Historical, Male Protagonist, Monster Girl, Mythology, Orphan, Primarily Male Cast, Primarily Teen Cast, Revenge, Rotoscoping, Rural, Shounen, Slapstick, Snowscape, Super Power, Swordplay, Time Skip, Tragedy, Travel"
銀魂. 銀ノ魂篇2,The second season of the Silver Soul arc.,101925,"Aliens, Anachronism, CGI, Ensemble Cast, Female Harem, Found Family, Gore, Historical, Male Protagonist, Meta, Parody, Samurai, Shounen, Space, Swordplay, Time Skip, Tragedy, War"
ガーリー・エアフォース,"In the novels' story, mysterious flying creatures known as Zai suddenly appear, and in order to fight the creatures, mankind creates fighter aircraft called ""Daughters,"" as well as the automatic fighting mechanism ""Anima,"" which are shaped like human girls. The story centers on a young man named Kei Narutani, who yearns to fly in the sky, and an Anima considered to be humanity's trump card, a girl name Gripen.n<br><br>n(Source: Anime News Network)",101930,"Aviation, CGI, Female Harem, Kuudere, Male Protagonist, Military, Primarily Female Cast, War"
フューチャーカード 神バディファイト,The sixth season of Future Card Buddyfight featuring Gao Mikado's son.,102005,"Card Battle, CGI, Dragons, Kids, LGBTQ+ Themes, Magic"
東京喰種-トーキョーグール-:re 2,"The second cour of <i>Tokyo Ghoul:re</i>.<br><br>nKaneki Ken has finally regained memories of his former self, but this once again leaves him at a crossroads in the war between human and ghoul. After donning a pair of glasses to mirror his mentor Arima, Kaneki's new assignment is to manage the interrogation of Eto, the One-Eyed Owl, after she reveals her ghoul nature in a press conference about the publication of her newest book, which she claims will bridge the gap between the two warring sides. Now interred in Cochlea, Eto eagerly awaits the awakening of the ""One-Eyed King"", but only Kaneki seems to understand what she's really planning. As Aogiri Tree descends on the facility to rescue their leader, Kaneki turns to one of his oldest friends for help in his new secret mission.n<br><br>n(Source: Anime News Network)<br><br>n<i>The first episode was distributed online via GYAO! on September 29, 2018. TV broadcast began on October 9, 2018.</i>",102351,"Body Horror, CGI, Dissociative Identities, Dragons, Gore, Heterosexual, Love Triangle, Male Protagonist, Mythology, Police, Primarily Adult Cast, Seinen, Time Manipulation, Time Skip, Transgender, Unrequited Love, Urban, Urban Fantasy"
キラキラハッピー★ひらけ！ここたま,"Long time ago, Haruka Hoshinogawa made a wish with the town's old cherry blossom tree with her grandfather while receiving a present from him: a cherry blossom ribbon. As she grew up, she treasured the gift that was given to her while starting fifth grade in her school. One day, upon noting that the old cherry blossom tree is wilting, her grandfather decided to leave the shop to explore the world and let Haruka take care of the store in his absence. The next day while sleeping, her treasured ribbon sprouted a strange egg, revealing a Cocotama, a god born from an object that has been cherished with love and care. Haruka woke up and accidentally saw the Cocotama on the table, retreated to her Hiding Egg. As Haruka picked it up, it has changed into a mysterious key. Left with some questions, the Cocotama introduced herself as Ribbon and Haruka learned about the existence of her kind and the mysteries behind the strange key she had. Ribbon realized that the key is actually the Key of Wonders, and that Haruka was chosen by it to be the Legendary Contractor to the Cocotamas. Now, both of them try to run the shop and meet new Cocotama friends, while discovering the mysteries and powers behind the Key of Wonders.",102604,"Animals, Episodic, Female Protagonist, Gods, Kids, Magic, Primarily Child Cast"
私に天使が舞い降りた！,"The four-panel comedy manga's story centers on Miyako Hoshino, a shy college student and otaku. Miyako's younger sister Hinata, who is a fifth grader, has a classmate and friend named Hana. When they meet, Miyako falls for Hana at first sight. n<br><br>n(Source: Anime News Network)",102680,"Age Gap, Angels, College, Cosplay, Cute Girls Doing Cute Things, Family Life, Female Protagonist, Food, Hikikomori, Primarily Child Cast, Primarily Female Cast, School, Yuri"
閃乱カグラ SHINOVI MASTER -東京妖魔篇-,"The second season of <i>Senran Kagura</i>. <br><br>nGirls study at schools for modern shinobi. They dedicate their entire young lives to learning to become true shinobi, battling each other to polish their skills. And then one day, Asuka, whose grandfather is a legendary shinobi, encounters an ancient evil being named a ""Youma"" in the back alleys of Tokyo at Christmas time.  n<br><br>nWhere there is light, there is shadow.  Over 28 of the strongest and most well-endowed ninjas in history, both good and evil, will collide in a battle to determine true justice. And this deadly battle begins... right now. <br><br>n(Source: Crunchyroll, edited)",102822,"Adoption, Ensemble Cast, Female Protagonist, Henshin, Kuudere, Monster Girl, Ninja, Nudity, Primarily Female Cast"
3D彼女 リアルガール 2,The second season of <i>3D Kanojo</i>.,102882,"Bullying, Coming of Age, Heterosexual, Love Triangle, Male Protagonist, School, Shoujo, Time Skip"
ジョジョの奇妙な冒険 黄金の風,"The fifth story arc of the long-running <i>JoJo's Bizarre Adventure</i> series.<br><br>nGiorno Giovanna, a young man living in Naples, has the blood of DIO -- the eternal enemy of the Joestar clan -- running in his veins. Giorno becomes a delinquent due to being persecuted since childhood. However, he's led back onto the right path thanks to a gangster who saved him and taught him to believe in others. Bizarrely enough, this gang of people who didn't forget honor, gratitude, and respect made him reform. This is how Giorno came to admire gangsters. In the backstreets of Italy, Giorno causes trouble alongside his gang ""Passione,"" and ends up being targeted...<br><br>n(Source: Anime News Network)",102883,"Aliens, Animals, Body Horror, Body Swapping, Cosmic Horror, Crime, Disability, Dissociative Identities, Drugs, Ensemble Cast, Foreign, Fugitive, Gangs, Gore, Guns, Mafia, Male Protagonist, Philosophy, Police, Primarily Male Cast, Shounen, Super Power, Time Loop, Time Manipulation, Time Skip, Tragedy, Trains, Travel, Urban, Urban Fantasy, Zombie"
スペースバグ,"This story is about Mick, a sleeping chironomid. Insects are taken up into space for use in experiments by humans. An epic space adventure of Mick and his friends on their journey back home to Earth. The development plans and experiments are aborted by humans for no known reason, the organisms are left behind in the space station with limited resources. Going over hurdles and fighting through challenges, together, they travel across planets and gain new comrades, heading for Earth. As their journey progresses, the mystery behind the human’s abandonment unravels. ",102925,"Animals, Artificial Intelligence, CGI, Educational, Ensemble Cast, Full CGI, Isekai, Philosophy, Pirates, Robots, Space, Survival"
ナカノヒトゲノム【実況中】,"Iride Akatsuki is a popular game footage uploader. He wakes up one day to find that he's been kidnapped and taken to a strange place, along with a number of other uploaders who specialize in different genres of games.<br><br>nnA mysterious alpaca-headed host gathers them after the initial stage, to explain how the game will proceed. Will the group of gamers clear the game and make it back to their real lives?<br><br>nn(Source: Kirei Cake)",102926,"Conspiracy, Death Game, Ensemble Cast, Gambling, Guns, Iyashikei, LGBTQ+ Themes, Shoujo, Tsundere, Video Games, Virtual World, Yandere"
爆釣バーハンター,"The anime will center on the elementary school student Totta, who loves to fish. One day a bar soul named Potepen appears from the barcode on Totta's bag of potato chips. Together, Totta and Potepen use a special ""Bakutsuri"" bar rod item to fish for other bar souls.n<br><br>n(Source: Anime News Network)",102927,Fishing
ベイウォーリアーズ サイボーグ,"BeyWarriors: Cyborg is a Canadian-Japanese anime series, a spin-off of the Beyblade franchise.n<br><br>n“Teslandia” is an abandoned planet, ignored by the rest of the nearby planets due to its harsh environment. The story begins when power spots containing high levels of energy called “Sanctuaries” were identified, and mysterious vehicle shaped items called “Beyraiderz” were found along with the Sanctuaries. Beyraiderz can synchronize with the youths under the age of 17 living in Teslandia, and summon the Cyborg creatures known as “Warrior.” The Warrior can transform high level “Sanctuaries” energy into small Tokens. This means that human beings are able to obtain energy by making the “Warrior” battle against each other to turn the arid wasteland into a lush and bountiful world!n<br><br>nSo, who will win the most battles and collect the most Tokens? What mystery lies behind Warrior?",102934,Male Protagonist
真夜中のオカルト公務員,"When Miyako Arata starts his brand-new job as a civil servant, he’s shocked to find out he’s not serving the regular public—he’s working with supernatural beings! Referred to as “Anothers”, Miyako and his team deals with the trouble they cause, unseen by the human eye. But while on his first assignment, Miyako surprises everyone with an unheard-of ability—he can understand the Anothers!<br><br>nn(Source: Funimation)",102939,"Angels, Demons, Episodic, Gods, Language Barrier, Mythology, Outdoor, Primarily Male Cast, Shoujo, Urban Fantasy, Youkai, Zombie"
不機嫌なモノノケ庵 續,The second season of <i>Fukigen na Mononokean</i>.,102949,"Cute Boys Doing Cute Things, Male Protagonist, School, Shounen, Super Power, Youkai"
グラゼニ 2,The second season of <I>Gurazeni</i>.,102974,"Baseball, Male Protagonist, Primarily Adult Cast, Seinen, Work"
ゴールデンカムイ 第二期,"The high-stakes search for gold continues in the harsh wilderness of Hokkaido! More and more people seek the treasure map, and the race to find its living pieces is brutal as all get-out. War veteran Sugimoto and his guide to the wilds, Asirpa, are hot on the trail, and as long as they stick together through thick and thin—chitatap and miso—they’ve got a shot at finding that gold.",102977,"Animals, Anti-Hero, Archery, Body Horror, Crime, Educational, Ensemble Cast, Food, Fugitive, Gender Bending, Gore, Guns, Historical, Language Barrier, LGBTQ+ Themes, Male Protagonist, Military, Nudity, Primarily Adult Cast, Primarily Male Cast, Prison, Seinen, Survival, Transgender"
Re:ステージ! ドリームデイズ♪,"Anime adaptation of Pony Canyon and Comptiq's multimedia project.<br><br>nnThe story centers around the first-year student Mana Shikimiya as she pursue her dreams of winning at the Prism Stage, the competition that determines the top middle-school idol.<br><br>nn(Source: Anime News Network)",103048,"Airsoft, Cute Girls Doing Cute Things, Dancing, Female Protagonist, Idol, Primarily Child Cast, Primarily Female Cast, School Club, Yuri"
ピアノの森 2 (TV),The second cour of <i>Piano no Mori</i>.,103049,"CGI, Classical Music, Coming of Age, Foreign"
アイドリッシュセブン Second BEAT!,"The second season of <i>IDOLiSH7</i>.<br><br><i>Note: The first episode received a special screening at ""Idolish 7 Fan Thanksgiving Day vol.5"" on December 14, 2019 and it was distributed on various streaming websites on January 7, 2020. The regular TV broadcast started on April 5, 2020.</i>",103110,"Acting, Adoption, CGI, Chibi, Dancing, Ensemble Cast, Fake Relationship, Found Family, Idol, Kuudere, LGBTQ+ Themes, Male Protagonist, Orphan, Otaku Culture, Primarily Adult Cast, Primarily Male Cast, Royal Affairs, Tanned Skin, Tragedy, Twins, Urban, Work"
連盟空軍航空魔法音楽隊ルミナスウィッチーズ,"The war against invading aliens can’t be won by missiles alone! Team morale matters just as much as launching a counterassault, and that’s where Ginny and her friends come in. Instead of standing on the front lines with the 501st Joint Fighter Wing, the Luminous Witches of the League of Nations Air Force bring smiles to civilians displaced in the human-Neuroi war world with thrilling song and dance — not to mention aerial displays the likes of which the music world has never seen! While they might be non-combatants, these performers know the value of preserving the people’s smiles, and they’ll fight in their unique way to make sure those smiles never fade.<br><br>nn(Source: Sentai Filmworks)",103118,"Aviation, CGI, Cute Girls Doing Cute Things, Ensemble Cast, Female Protagonist, Idol, Kemonomimi, Magic, Politics, Primarily Female Cast, Witch"
第501統合戦闘航空団 ストライクウィッチーズ ROAD to BERLIN,"They’re back! And with Shizuka Hattori, a dutiful new member of the 501st Fighter Wing girls in tow, the Strike Witches have never been more ready to win the war on Neuroi once and for all.nnWill the girls prevail in the epic battle to reclaim Berlin, or is humanity doomed? Get ready for a battle that will knock your socks (or pants) right off! n(Source: Funimation)",103119,"Aviation, CGI, Dullahan, Female Protagonist, Kemonomimi, Kuudere, Magic, Military, Nudity, Primarily Female Cast, Tsundere, Witch"
ドメスティックな彼女,"Natsuo Fuji has a serious crush on one of his teachers, Hina Tachibana, but since he knows he has zero chance of ever being in a relationship with her, he lets his friends talk him into going to a party where he meets Rui. One thing leads to another and then, well, neither of them is a virgin anymore. Unfortunately, it wasn't what they expected, but that's fine. They're just ships passing in the night and they'll never have to see each other again, right? Except when Natsuo's father announces that he's getting married again, Natsuo discovers that he's getting two new step-sisters as well. Now there's a problem, because one is his teacher, Hina, and the other is Rui.<br><br>nn(Source: Sentai Filmworks)",103139,"Age Gap, Family Life, Female Harem, Heterosexual, Inseki, LGBTQ+ Themes, Love Triangle, Male Protagonist, Netorare, Nudity, School, School Club, Shounen, Teacher, Tragedy, Tsundere"
魔法少女特殊戦あすか,"Legends, myths, magic... Humanity has finally had a chance encounter with a world that had been all but forgotten among all its scientific developments. However, this reunion is not a happy one. Monsters invading from the world of the dead render modern weapons useless, leaving the fate of humanity uncertain. But with help from the Otherworld Trade Agreement, mankind gains a possible means of returning from the brink of death in the form of magical girls. These girls finally lead humanity to victory. However, even this victory proves to be no more than the beginning of a new battle.<br><br>nn(Source: Crunchyroll)",103222,"Anthropomorphism, Assassins, Body Horror, Bondage, Bullying, CGI, Drugs, Fairy, Female Protagonist, Foreign, Gore, Guns, Henshin, Human Pet, LGBTQ+ Themes, Magic, Maids, Military, Nudity, Primarily Female Cast, Sadism, School, Scissoring, Seinen, Super Power, Terrorism, Torture, Tragedy, Urban Fantasy, War"
文豪ストレイドッグス 第3シーズン,"The third season of <i>Bungou Stray Dogs</i>.<br>n<br>nThe White Tiger and the Black Beast – Nakajima Atsushi and Akutagawa Ryunosuke’s fight against Francis F. brings an end to the great war against the Guild. Life goes on as normal in Yokohama, thanks to the continued truce between the Armed Detective Agency and the Port Mafia, who, together, saved the city from ruin. But there are still rumors of Guild stragglers and other crime organizations making their way in from abroad. Meanwhile, Dazai Osamu had premonitions of another impending disaster. Lurking in the darkness is the Fyodor D., leader of pirate organization Rats in the House of the Dead, his dreadful plans on the verge of execution.n<br><br>n(Source: Crunchyroll)",103223,"Anti-Hero, Assassins, Classic Literature, Crime, Detective, Ensemble Cast, Gods, Guns, Kuudere, Mafia, Male Protagonist, Philosophy, Primarily Adult Cast, Primarily Male Cast, Seinen, Suicide, Super Power, Swordplay, Terrorism, Tragedy, Urban, Urban Fantasy, War, Work"
Fate/Grand Order -絶対魔獣戦線バビロニア-,"A seventh Singularity has been discovered in ancient Mesopotamia in the year 2655 B.C.<br>n<br>nThe land of Uruk, governed by the wise King Gilgamesh after he returned from his quest for immortality, was grand and prosperous until three goddesses and countless Demonic Beasts appeared. These enemies have brought Uruk to the brink of destruction. With a Rayshift—a method of traveling across both time and space—Fujimaru and Mash journey to the land of Uruk, where they encounter the fortress city of Uruk and the Absolute Demonic Front, where a terrible battle against the fearsome onslaught of the Demonic Beasts rages. There, the citizens of Uruk, who live their lives to the fullest despite facing an existential threat, continue to fight for their future. Deities and Demonic Beasts attack with terrifying force, and mankind pushes back with all its might... This is the era where humans and gods are destined to part ways.<br>n<br>nFujimaru and Mash, the pair who have fought through all six previous Singularities, embark on their final battle.<br>n<br>n(Source: Aniplex of America)<br>n<br>n<i>Note: Based on the Babylonia Singularity of Fate/Grand Order, the Japanese smartphone role-playing game created by Delight Works based on the Fate series by Type-Moon.</i>",103275,"Agender, Anachronism, CGI, Dissociative Identities, Gods, Gore, Historical, Isekai, Kingdom Management, Magic, Male Protagonist, Meta, Mythology, Reincarnation, Time Manipulation, Tomboy, Tragedy, Tsundere, Villainess"
えんどろ〜！," The anime's story is set on Naral Island, a continent with swords and magic in which humans and monsters coexist. The terrible Demon King lives there. In ancient times, the first-generation hero defeated the Demon King. Over the many successive generations since then, the Demon King has been resurrected, and the hero who opposes him has likewise reappeared. Girls attend a school for adventurers in order to defeat the Demon King when he appears again.<br><br>nnThough a bit absent-minded, Yusha has the body of a hero. The holy elf Seyla's trouble never ends because she is too serious. The cheerful warrior Fai loves to eat. Mei is a quiet otaku magician. As the four girls aim to be in the hero party, they live relaxed fantasy lives and show no sign of defeating the Demon King no matter how much time passes.<br><br>nn(Source: Anime News Network)",103301,"Card Battle, Cute Girls Doing Cute Things, Demons, Dragons, Elf, Episodic, Female Protagonist, Iyashikei, Magic, Memory Manipulation, Ojou-sama, Parody, Primarily Child Cast, Primarily Female Cast, School, Teacher, Time Manipulation, Yuri"
この音とまれ！,"In the story, Takezou is the last remaining member of the koto club, a club dedicated to the traditional Japanese string instrument. If he doesn't find new members, the koto club will be terminated. One day, Takezou is alone in the club room when a student barges in and demands to join. The student is delinquent Chika Kudou, a guy who even scares delinquent upperclassmen at other schools.<br><br>nn(Source: Anime News Network)",103302,"Band, Bullying, Coming of Age, Delinquents, Ensemble Cast, Heterosexual, Kuudere, Male Protagonist, Primarily Male Cast, Primarily Teen Cast, School Club, Shounen, Tsundere"
MIX MEISEI STORY,"<i>MIX</i> takes place 26 years from the story <i>Touch</i>. From the legend left by the hero of <i>Touch</i>, Tatsuya Uesugi, Meisei Academy High School was well known for their strong baseball team. 26 years from their glory, the team has not been able to keep their record and lost their fame.<br>n<i>MIX</i> is about two stepbrothers, Soichirou and Toma Tachibana. The two aim to revive of the once strong Meisei Academy’s baseball team and enter the National High School Baseball Championship.<br>nSoichirou and Toma were second years in Meisei Academy Middle School. Both boys are talented baseball players. Soichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Toma no longer pitches due to a “certain reason.”<br>nOnce the two enter High School, they pair as a battery and aim to enter the National High School Baseball Championship!<br> <br>nThe passion and devoted emotions will touch your heart! <i>MIX</i> is a high school baseball drama that all ages and genders can enjoy! <br> <br>n(Source: YTV, edited)",103555,"Baseball, Male Protagonist, Meta, Primarily Male Cast, Primarily Teen Cast, Rural, School, School Club, Shounen, Twins"
五等分の花嫁,"Uesugi Fuutarou, a high school second-year from a poor family, receives a highly appealing offer to work part-time as a tutor... but his students turn out to be girls from his own class! What's more, they're quintuplets... and all five are beautiful, but happen to be problem students who have borderline grades and hate studying! Looks like his first assignment will be to win all the sisters' trust?! Every day is a wild party in this rom-com centering around the quintuplet sisters of the Nakano household!<br><br>n(Source: Crunchyroll)",103572,"Acting, Coming of Age, Ensemble Cast, Female Harem, Heterosexual, Kuudere, Male Protagonist, Ojou-sama, Primarily Female Cast, Primarily Teen Cast, School, School Club, Shounen, Teacher, Time Skip, Tsundere, Twins, Work"
蜘蛛ですが、なにか？,"I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!<br><br>nn(Source: Crunchyroll)",103632,"Achronological Order, Anti-Hero, Cannibalism, CGI, Conspiracy, Demons, Dissociative Identities, Dungeon, Female Harem, Female Protagonist, Fishing, Football, Gender Bending, Gore, Isekai, LGBTQ+ Themes, Magic, Meta, Monster Girl, Post-Apocalyptic, Reincarnation, Survival, Time Skip, Transgender, Vampire, War"
歌舞伎町シャーロック,"The East Side of Shinjuku Ward … In the center of this chaotic neighborhood, the neon-lit Kabukicho district is expanding. Where light shines, there are also deep shadows. The curtain rises on this night stage where bizarre murders occurred! Is this suspense? No, comedy? An indistinguishable drama is about to begin….<br>n<br>n(Source: Anime News Network)",103638,"Bar, Classic Literature, Crossdressing, Delinquents, Detective, Episodic, Male Protagonist, Police, Primarily Adult Cast, Rakugo, Surreal Comedy, Urban"
グリムノーツ The Animation,"The game takes place in a world created by a beings known as ""Story Tellers."" At birth, all inhabitants of this world are bestowed with a ""book of fate"" where all their lives are written in advance. However, rogue Story Tellers known as Chaos Tellers are writing bad events into people's books without them knowing. It is up to the holders of blank books of fate to seek out the Chaos Tellers and restore the world.n<br><br>n(Source: Anime News Network)",103735,"Episodic, Fairy Tale, Gender Bending, Henshin, Kemonomimi, Magic"
KING OF PRISM -Shiny Seven Stars-,"After appearing in the Prism King Cup representing Edel Rose, and getting a glimpse of what it was like to a be a future Prism Star, Ichijo Shin entered Kakyoin Academy’s High School division in spring and became a first-year high school student. Koji, Hiro, and Kazuki from Over The Rainbow left Edel Rose and established a new agency. <br><br>nMeanwhile, after having the title of Prism King stolen by Hiro, the leader of Schwarz Rose, Norizuki Jin, proposes PRISM.1, which would decide a new king other than Prism King. He then announces that Schwarz Rose and Edel Rose will be competing with each other.<br><br>n(Source: Crunchyroll)",103870,"CGI, Cute Boys Doing Cute Things, Ice Skating, Idol, Male Protagonist, Primarily Male Cast, Primarily Teen Cast"
ゾンビランドサガ,"A typical morning. The usual music. Their normal lives. The peace these seven girls experience will suddenly be destroyed. By the living dead... zombies. A reality that they never wanted a part of, an amazing and terrifying zombie world. They all share one wish: ""We want to live."" These girls will struggle through this saga, in order to achieve a miracle. MAPPA, Avex Pictures, and Cygames team up to bring you a juicy, 100% original anime. A timeless shocker for all audiences, a brand new style of zombie anime, will soon rise.<br>n<br>n(Source: Crunchyroll)",103871,"Amnesia, CGI, Dancing, Ensemble Cast, Episodic, Female Protagonist, Gangs, Hip-hop Music, Idol, LGBTQ+ Themes, Monster Girl, Motorcycles, Necromancy, Oiran, Parody, Primarily Female Cast, Rural, Satire, Surreal Comedy, Time Skip, Transgender, Zombie"
同居人はひざ、時々、頭のうえ。,"Mystery writer Mikazuki Subaru, who isn't good at dealing with people, finds them to be a disturbance when it comes to building his imaginary world. One day, he chances upon a stray cat and feels inspiration strike, so he brings the cat home as his muse.<br><br>nnCan watching the inexplicable behaviors of a cat form material for a novel?n",103874,"Animals, Family Life, Female Protagonist, Found Family, Hikikomori, Iyashikei, Male Protagonist, Primarily Adult Cast, Primarily Male Cast, Rehabilitation, Shoujo, Tragedy, Tsundere, Writing"
ぼくたちは勉強ができない,"His late father always said that a useless man should strive to be useful, so to that end, third-year high school student Nariyuki Yuiga dedicated himself to becoming a high-achieving student in his school, despite his history of poor grades. In order to give his destitute family a better life, his ultimate goal is to obtain the special VIP nomination, a prestigious scholarship covering all future university tuition fees. Although Nariyuki could feasibly be a shoe-in for the nomination, he is constantly overshadowed by classmates Rizu Ogata and Fumino Furuhashi in mathematics and literature, respectively.n<br><br>nTo his delight, Nariyuki receives the nomination, but there’s a catch: he has to tutor his two star classmates, who are each hopelessly mediocre at the other’s subject of expertise! To make matters worse, the subjects they are horrible at are the same subjects they want to pursue for their future. As the time to submit university applications draws nearer, Nariyuki must find an effective tutoring method for the girls before it’s too late.n<br><br>n(Source: Official Website)",103900,"Coming of Age, Female Harem, Heterosexual, Kuudere, Maids, Male Protagonist, Primarily Female Cast, School, Shounen, Slapstick, Swimming, Tanned Skin, Teacher, Tomboy, Tsundere"
サークレット・プリンセス,"The game follows a fictional near-future e-sport that utilizes a ""mixed reality system"" developed from augmented reality technology. The story centers on a fledgling team of high school girls from Saint Union Academy who pursue the sport of Circlet Bout.n<br><br>n(Source: Anime News Network)",104008,"Augmented Reality, Female Protagonist, Primarily Female Cast, School, Video Games, Virtual World"
臨死!!江古田ちゃん,"The anime centers around the titular Ekoda, who works various jobs, and explores the city nightlife. While she has a boyfriend, she is more into casual relationships than taking it seriously. She considers popular girls (which she labels ""birds of prey"") her natural enemy.<br><br>nn(Source: Anime News Network)<br><br>nn<i>Note: Each episode features a different director, character designer, voice actors, and studio. Each episode is also split into different segments, with the first 3 and a half minutes of the animated show, followed by live-action interviews with the creators, and then showing the drawing of the short.</i>",104009,"Episodic, Female Protagonist, Nekomimi, Nudity, Primarily Adult Cast, Seinen"
マギアレコード 魔法少女まどか☆マギカ外伝,"In exchange for the fulfillment of a wish, Magical Girls keep fighting, unbeknownst to the rest of the world. But Iroha Tamaki can’t seem to remember her wish. A rumor begins to spread among Magical Girls. “Magical Girls can be saved if they go to Kamihama.” Kamihama City, the city where Magical Girls and Uwasa are gathering. The story of Iroha Tamaki, in search for her lost wish, begins…<br><br>(Source: Aniplex of America)",104051,"Alternate Universe, Artificial Intelligence, Cult, Female Protagonist, Henshin, Magic, Memory Manipulation, Primarily Female Cast, Tragedy, Trains, Twins, Urban Fantasy, Witch"
星合の空,"Due to the apparent incompetence of its members and lack of results, the boy's soft tennis team is on the verge of being shut down. Toma Shinjou, captain and seemingly only motivated member, seeks the help of newly transferred, and old friend, Maki Katsuragi to improve the club's track record but soon it becomes apparent that what is holding the boys back are problems that run far deeper than the simple sport. n",104052,"Adoption, Boys' Love, Bullying, Coming of Age, Crossdressing, Ensemble Cast, Family Life, LGBTQ+ Themes, Male Protagonist, Primarily Child Cast, Primarily Male Cast, Primarily Teen Cast, Revenge, School, School Club, Tennis, Tragedy, Transgender, Twins"
叛逆性ミリオンアーサー 2,The second season of <i>Hangyaku-sei Million Arthur</i>.n,104071,"Anachronism, Bisexual, Female Protagonist, Magic, Parody, Time Manipulation, Tsundere"
イナズマイレブン オリオンの刻印,"The new series will center on a team made up of successive generations of Inazuma Eleven characters. The ""Inazuma Japan"" boys representative team will face teams from around the world.n<br><br>n(Source: Anime News Network)",104077,"Football, Foreign, School Club, Super Power"
バミューダトライアングル ～カラフル・パストラーレ～,"The glittering spotlights. The sparkling, fluffy, cute outfits. The charming voices while dancing with bright smiles. Under the dazzling lights on the big city stage, these would be the mermaid idols who swim and dance freely underwater.<br><br>nnBut far from this big city, the girls once lived in the peaceful village of Parrel. These girls, who would not even imagine such a glittering future for themselves, are instead just raising a fuss over the snack cakes they are eating. This is the story of the cheerful daily life of mermaids who strive their hardest everyday.<br><br>nn(Source: Official website)",104102,"Cute Girls Doing Cute Things, Female Protagonist, Idol, Lost Civilization, Magic, Mermaid, Primarily Female Cast, Swimming, Time Skip, Tokusatsu"
軒轅剣 蒼き曜,"Yin and Ning are two sisters who have been wandering the land together ever since their village was destroyed by the villainous Taibai Empire. Their childhood friend, Zhao, has been enslaved by the Taibai himself, and uses his brilliance at tinkering and inventing to get by as a slave to the Empire's whims. One day, Yin accidentally discovers a legendary sword, which grants her fantastic abilities in combat, and allows her to summon a mystical, mechanical fox spirit named Yun, who is sworn to fight by her side. Meanwhile, Zhao is making fast friends with a mysterious young girl who just may hold a great amount of power within the Taibai Empire. As Zhao and the Fu sisters find themselves increasingly caught up in the Empire's battle for supremacy over the land, it will take all of the magic and might that the budding resistance armies can muster to turn the tide of war once and for all.nnn<br><br>n(Source: Anime News Network)",104103,"CGI, Demons, Ensemble Cast, Magic, Martial Arts, Primarily Female Cast, Robots, Survival, Swordplay"
